user_id,registration_import_datetime,user_gender,user_age,user_occupation,user_income_range,referral_code_used,user_income_source,end_of_month_invested_amount,total_buy_amount,total_sell_amount
4083126,2021-09-18 03:25:57,Male,26,Pelajar,Rp 10 Juta - 50 Juta,,Gaji,100000,0,0
4013410,2021-09-10 21:56:55,Male,26,Pelajar,Rp 10 Juta - 50 Juta,,Gaji,100000,0,0
4026658,2021-09-11 16:57:54,Female,26,Guru,Rp 10 Juta - 50 Juta,,Gaji,0,0,0
4050967,2021-09-14 07:42:19,Male,26,Others,Rp 10 Juta - 50 Juta,,Gaji,40000,0,0
4080222,2021-09-30 12:35:44,Male,26,Pelajar,Rp 10 Juta - 50 Juta,,Gaji,0,0,0
4047657,2021-09-14 19:11:59,Male,26,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,500000,0,0
3954136,2021-09-01 20:23:27,Male,26,Pelajar,Rp 10 Juta - 50 Juta,,Gaji,100000,0,0
3954532,2021-09-01 21:11:49,Female,26,IRT,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,-10000
4029963,2021-09-11 21:42:11,Male,26,Swasta,Rp 10 Juta - 50 Juta,,Gaji,200000,0,0
3962516,2021-09-02 22:05:15,Male,26,Swasta,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,-10000
4078052,2021-09-18 20:30:28,Female,26,IRT,Rp 10 Juta - 50 Juta,,Dari Orang Tua / Anak,1300000,0,0
4004183,2021-09-08 11:35:25,Male,26,Pelajar,Rp 10 Juta - 50 Juta,,Gaji,0,0,0
4028856,2021-09-11 20:44:38,Male,26,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,10000,0,0
3978685,2021-09-04 23:10:28,Female,26,Guru,Rp 10 Juta - 50 Juta,,Gaji,1000000,0,0
4042232,2021-09-13 08:06:23,Female,26,Pengusaha,Rp 10 Juta - 50 Juta,used referral,Gaji,125000,25000,0
4073016,2021-09-16 20:35:32,Male,26,Pelajar,Rp 10 Juta - 50 Juta,used referral,Keuntungan Bisnis,0,0,0
4110988,2021-09-21 17:42:38,Male,26,Pelajar,Rp 10 Juta - 50 Juta,,Tabungan,109844,0,-390156
3992832,2021-09-06 21:50:47,Male,26,Others,Rp 10 Juta - 50 Juta,used referral,Gaji,10000,0,0
4108669,2021-09-21 11:32:44,Male,26,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,-10000
4033591,2021-09-12 09:53:03,Female,26,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,1000000,0,0
4004724,2021-09-08 13:05:12,Female,26,Pelajar,Rp 10 Juta - 50 Juta,,Gaji,100000,0,0
4034958,2021-09-12 12:25:42,Female,26,Swasta,Rp 10 Juta - 50 Juta,,Gaji,100000,0,0
4058922,2021-09-15 01:40:00,Male,26,Pelajar,Rp 10 Juta - 50 Juta,,Gaji,350000,200000,0
4063779,2021-09-15 16:57:17,Male,26,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,0
4110224,2021-09-21 15:31:33,Male,26,Swasta,Rp 10 Juta - 50 Juta,used referral,Gaji,10000,0,0
3961690,2021-09-02 18:23:25,Female,26,IRT,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,0
4090681,2021-09-27 12:09:19,Male,26,Pelajar,Rp 10 Juta - 50 Juta,,Gaji,0,0,0
4019586,2021-09-10 16:14:29,Male,26,Pengusaha,Rp 10 Juta - 50 Juta,,Hasil Investasi,10000,0,0
4077731,2021-09-17 12:37:09,Male,26,Swasta,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,0
3999990,2021-09-07 20:28:22,Male,26,Pelajar,Rp 10 Juta - 50 Juta,,Gaji,0,0,0
3966195,2021-09-03 10:57:51,Male,26,Others,Rp 10 Juta - 50 Juta,,Gaji,60000,0,-40000
4094758,2021-09-19 14:33:36,Male,26,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,10000,0,0
4083469,2021-09-18 03:55:22,Male,26,Others,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,-10000
4087747,2021-09-18 17:22:20,Male,26,Swasta,Rp 10 Juta - 50 Juta,,Gaji,230000,400000,-1420000
4046142,2021-09-13 16:18:54,Male,26,Swasta,Rp 10 Juta - 50 Juta,,Gaji,200000,300000,-600000
4020285,2021-09-10 18:20:25,Male,26,Pelajar,Rp 10 Juta - 50 Juta,,Gaji,100000,0,0
3965052,2021-09-04 08:16:56,Female,26,Pengusaha,Rp 10 Juta - 50 Juta,,Gaji,1300000,300000,0
3952695,2021-09-01 17:00:13,Male,26,Swasta,Rp 10 Juta - 50 Juta,,Gaji,200000,200000,-300000
4074049,2021-09-16 23:11:57,Female,26,Pelajar,Rp 10 Juta - 50 Juta,,Undian,6000000,2000000,0
3985985,2021-09-06 00:42:56,Male,26,Guru,Rp 10 Juta - 50 Juta,used referral,Keuntungan Bisnis,200000,0,0
4045684,2021-09-13 15:39:20,Male,26,Pelajar,Rp 10 Juta - 50 Juta,,Keuntungan Bisnis,1500000,500000,0
4000953,2021-09-07 22:11:25,Male,26,Pelajar,Rp 10 Juta - 50 Juta,,Gaji,200000,0,0
3970147,2021-09-03 20:11:13,Female,26,IRT,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,0
4014382,2021-09-11 20:44:43,Female,26,Others,Rp 10 Juta - 50 Juta,,Gaji,100000,0,0
4063696,2021-09-15 16:57:18,Male,26,Pelajar,Rp 10 Juta - 50 Juta,used referral,Keuntungan Bisnis,10000,0,0
4012768,2021-09-09 15:15:24,Female,26,Others,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,-10000
3969254,2021-09-03 17:47:14,Male,26,Swasta,Rp 10 Juta - 50 Juta,used referral,Gaji,10000,0,0
4089443,2021-09-19 06:18:47,Male,26,Pelajar,Rp 10 Juta - 50 Juta,,Gaji,100000,0,0
4082458,2021-09-20 23:51:16,Male,26,Pelajar,> Rp 50 Juta - 100 Juta,,Gaji,0,0,0
4105476,2021-09-20 23:51:16,Male,26,Swasta,> Rp 50 Juta - 100 Juta,,Gaji,350000,0,0
3975984,2021-09-04 15:10:20,Female,26,Pelajar,> Rp 50 Juta - 100 Juta,,Gaji,1770000,295000,0
4061437,2021-09-15 12:45:15,Female,26,Pelajar,> Rp 50 Juta - 100 Juta,used referral,Gaji,1000000,0,0
4097278,2021-09-19 21:13:22,Female,26,Pelajar,> Rp 50 Juta - 100 Juta,,Gaji,2000000,0,0
4094395,2021-09-19 13:42:05,Male,26,Swasta,> Rp 50 Juta - 100 Juta,used referral,Gaji,1025000,25000,0
4039113,2021-09-14 10:57:26,Male,26,Pelajar,> Rp 50 Juta - 100 Juta,used referral,Gaji,1000000,0,0
4112075,2021-09-21 19:55:45,Male,26,Pelajar,> Rp 50 Juta - 100 Juta,used referral,Gaji,0,0,0
3980645,2021-09-05 10:16:59,Male,26,Swasta,> Rp 50 Juta - 100 Juta,,Gaji,0,1197034,-2197034
3993236,2021-09-06 22:40:36,Male,26,Pelajar,> Rp 50 Juta - 100 Juta,used referral,Gaji,4025000,3025000,0
4036152,2021-09-12 14:54:01,Female,26,Swasta,> Rp 50 Juta - 100 Juta,,Gaji,20000000,0,0
4015617,2021-09-09 23:29:57,Female,26,Pelajar,> Rp 50 Juta - 100 Juta,used referral,Gaji,2000000,1000000,0
3959411,2021-09-02 12:49:48,Female,26,Pelajar,> Rp 50 Juta - 100 Juta,,Gaji,0,0,0
3980436,2021-09-05 08:58:08,Male,26,Others,> Rp 50 Juta - 100 Juta,used referral,Gaji,0,0,0
4014789,2021-09-09 20:20:41,Male,26,Swasta,> Rp 50 Juta - 100 Juta,,Gaji,1500000,0,0
4005743,2021-09-08 15:15:27,Male,26,Pelajar,> Rp 50 Juta - 100 Juta,used referral,Keuntungan Bisnis,2325000,2025000,0
4015379,2021-09-09 21:58:13,Male,26,Pelajar,> Rp 50 Juta - 100 Juta,,Gaji,142000,0,0
4037097,2021-09-12 16:56:59,Male,26,Others,> Rp 50 Juta - 100 Juta,used referral,Tabungan,10000,0,0
4009137,2021-09-09 12:27:20,Male,26,Others,> Rp 50 Juta - 100 Juta,used referral,Keuntungan Bisnis,0,0,-10000
3959519,2021-09-02 13:04:14,Male,26,Pelajar,> Rp 50 Juta - 100 Juta,,Gaji,1500000,0,0
3987212,2021-09-06 08:01:14,Male,26,Pelajar,> Rp 50 Juta - 100 Juta,used referral,Gaji,10000,0,0
4041395,2021-09-13 03:54:10,Male,26,Swasta,> Rp 50 Juta - 100 Juta,,Gaji,0,2200000,-2500000
4002585,2021-10-15 14:09:59,Male,26,Pelajar,> Rp 50 Juta - 100 Juta,,Gaji,0,0,0
3959161,2021-09-02 12:13:03,Male,26,Pelajar,> Rp 50 Juta - 100 Juta,,Gaji,500000,0,0
4092111,2021-09-19 08:26:43,Female,26,IRT,> Rp 50 Juta - 100 Juta,,Keuntungan Bisnis,814000,314000,0
4025339,2021-09-11 14:01:46,Male,26,Swasta,> Rp 50 Juta - 100 Juta,,Gaji,38471,0,-561529
4063184,2021-09-16 08:42:12,Female,26,Pelajar,> Rp 50 Juta - 100 Juta,,Gaji,1450000,450000,0
4019935,2021-09-10 17:28:08,Male,26,Others,> Rp 50 Juta - 100 Juta,used referral,Gaji,125000,25000,0
4013484,2021-09-09 16:44:39,Male,26,Others,> Rp 50 Juta - 100 Juta,used referral,Gaji,0,0,0
4021819,2021-09-13 09:25:00,Female,26,Pelajar,> Rp 50 Juta - 100 Juta,,Gaji,30000000,0,0
4109806,2021-09-21 14:51:22,Male,26,Pelajar,> Rp 100 Juta - 500 Juta,used referral,Gaji,10000000,0,0
4055829,2021-09-14 18:10:28,Male,26,Pelajar,> Rp 100 Juta - 500 Juta,,Gaji,6000000,0,0
4001836,2021-09-08 00:31:11,Male,26,Guru,> Rp 100 Juta - 500 Juta,,Keuntungan Bisnis,0,0,0
3979343,2021-09-05 01:00:41,Male,26,Pelajar,> Rp 100 Juta - 500 Juta,,Gaji,15000000,2000000,0
3896801,2021-08-24 22:14:45,Female,26,Pelajar,< 10 Juta,,Gaji,0,0,0
3770604,2021-08-06 09:40:42,Female,26,Pelajar,> Rp 50 Juta - 100 Juta,used referral,Gaji,0,25000,-4025000
3741131,2021-08-02 15:32:48,Female,26,Pelajar,> Rp 50 Juta - 100 Juta,,Undian,1050000,800000,0
3747273,2021-08-27 13:15:51,Female,26,Pelajar,Rp 10 Juta - 50 Juta,,Gaji,610000,510000,-600000
3746946,2021-08-03 16:35:50,Male,26,Pelajar,Rp 10 Juta - 50 Juta,used referral,Keuntungan Bisnis,0,31750000,-112500000
3870354,2021-08-20 20:28:57,Female,26,Swasta,Rp 10 Juta - 50 Juta,,Gaji,1600000,3300000,-1950000
3747452,2021-08-03 18:28:52,Female,26,Others,> Rp 50 Juta - 100 Juta,used referral,Gaji,1722550,1701620,-679070
3890442,2021-08-24 04:13:27,Male,26,Others,< 10 Juta,,Gaji,100000,0,0
3828367,2021-08-14 03:29:04,Male,26,Pelajar,Rp 10 Juta - 50 Juta,,Gaji,100000,0,0
3776946,2021-09-14 12:35:30,Male,26,Pelajar,< 10 Juta,used referral,Gaji,2433603,1919640,-506037
3781486,2021-08-07 01:41:30,Male,26,Pelajar,< 10 Juta,,Lainnya,280000,1200000,-1770000
3801440,2021-08-09 19:33:45,Male,26,Pelajar,Rp 10 Juta - 50 Juta,,Gaji,19000000,14000000,0
2103424,2021-08-23 15:41:05,Female,26,Pelajar,< 10 Juta,,Gaji,0,0,0
3839697,2021-08-24 22:14:45,Male,26,Others,< 10 Juta,,Gaji,100000,0,0
3757305,2021-08-05 10:18:13,Male,26,Swasta,Rp 10 Juta - 50 Juta,used referral,Gaji,221000,96000,-100000
3850152,2021-08-17 19:40:07,Female,26,Pelajar,> Rp 50 Juta - 100 Juta,used referral,Dari Suami / istri,8525000,3055000,0
3782577,2021-08-07 07:53:43,Male,26,Pelajar,< 10 Juta,,Gaji,20000,0,-100000
3839521,2021-08-17 14:09:04,Male,26,Pelajar,Rp 10 Juta - 50 Juta,,Gaji,500000,0,0
3821839,2021-08-13 00:45:20,Male,26,Swasta,Rp 10 Juta - 50 Juta,,Gaji,100000,0,0
3807761,2021-08-10 19:51:20,Male,26,Pelajar,> Rp 100 Juta - 500 Juta,,Gaji,17000000,12000000,0
3782785,2021-08-07 08:44:58,Male,26,Swasta,> Rp 50 Juta - 100 Juta,,Tabungan,2000000,0,0
3861763,2021-08-26 14:29:38,Female,26,Swasta,Rp 10 Juta - 50 Juta,,Gaji,1500000,900000,0
3741294,2021-08-02 16:39:32,Male,26,Swasta,Rp 10 Juta - 50 Juta,,Gaji,2500000,0,0
2277747,2021-08-06 21:00:50,Male,26,Others,Rp 10 Juta - 50 Juta,,Gaji,0,1600000,-1780000
3893325,2021-08-24 11:51:44,Male,26,Pelajar,< 10 Juta,,Gaji,630000,530000,0
3627338,2021-08-08 09:00:10,Male,26,Others,Rp 10 Juta - 50 Juta,,Gaji,1000000,500000,-1000000
3754037,2021-08-04 19:11:38,Male,26,Pelajar,< 10 Juta,,Lainnya,80000,70000,0
3817433,2021-08-12 10:34:15,Female,26,IRT,Rp 10 Juta - 50 Juta,used referral,Gaji,2925625,2845000,-1499375
3807958,2021-08-10 20:27:41,Male,26,Others,Rp 10 Juta - 50 Juta,,Gaji,0,0,-50000
3851977,2021-08-20 17:01:50,Male,26,Swasta,< 10 Juta,,Lainnya,0,0,0
4335794,2021-10-15 14:25:49,Male,26,Pengusaha,> Rp 1 Miliar,,Hasil Investasi,0,0,0
4342801,2021-10-17 00:55:15,Male,26,Pelajar,> Rp 500 Juta - 1 Miliar,,Gaji,0,0,0
4356836,2021-10-17 19:03:04,Male,26,Pelajar,< 10 Juta,used referral,Keuntungan Bisnis,0,0,0
4328648,2021-10-14 23:23:52,Male,26,Pelajar,< 10 Juta,used referral,Lainnya,0,0,0
4394527,2021-10-21 10:38:06,Male,26,Pelajar,< 10 Juta,used referral,Gaji,0,0,0
4253852,2021-10-07 21:20:21,Male,26,Pelajar,< 10 Juta,used referral,Gaji,0,0,0
4377825,2021-10-19 20:39:50,Female,26,IRT,< 10 Juta,used referral,Lainnya,0,0,0
4395235,2021-10-21 11:50:51,Female,26,Swasta,< 10 Juta,used referral,Dari Suami / istri,0,0,0
4250480,2021-10-18 14:02:45,Male,26,Pelajar,< 10 Juta,,Gaji,0,0,0
4275672,2021-10-09 19:05:13,Male,26,Pelajar,< 10 Juta,used referral,Gaji,0,0,0
4306679,2021-10-13 08:42:37,Female,26,Pelajar,< 10 Juta,,Keuntungan Bisnis,0,0,0
4397202,2021-10-21 14:10:22,Female,26,Swasta,< 10 Juta,,Dari Suami / istri,0,0,0
4387603,2021-10-20 17:23:28,Female,26,Pelajar,< 10 Juta,,Gaji,0,0,0
4260189,2021-10-08 11:56:58,Female,26,Pelajar,< 10 Juta,,Dari Orang Tua / Anak,0,0,0
4295717,2021-10-11 17:39:41,Male,26,Swasta,< 10 Juta,,Gaji,0,0,0
4296484,2021-10-11 19:51:18,Male,26,Others,< 10 Juta,used referral,Gaji,0,0,0
4393288,2021-10-21 09:14:25,Male,26,Swasta,< 10 Juta,,Gaji,0,0,0
4357679,2021-10-17 20:42:56,Male,26,Pelajar,< 10 Juta,used referral,Keuntungan Bisnis,0,0,0
4334642,2021-10-15 12:44:02,Female,26,IRT,< 10 Juta,used referral,Gaji,0,0,0
4356527,2021-10-17 18:30:12,Male,26,Pengusaha,< 10 Juta,used referral,Gaji,0,0,0
4263021,2021-10-08 15:50:02,Male,26,Pelajar,< 10 Juta,used referral,Gaji,0,0,0
4388512,2021-10-20 19:00:24,Male,26,Others,< 10 Juta,used referral,Gaji,0,0,0
4338207,2021-10-15 19:30:46,Male,26,Pelajar,< 10 Juta,used referral,Gaji,0,0,0
4332826,2021-10-17 03:45:13,Female,26,Pelajar,< 10 Juta,,Tabungan,0,0,0
4284085,2021-10-10 16:27:01,Male,26,Others,< 10 Juta,used referral,Dari Orang Tua / Anak,0,0,0
4342894,2021-10-17 00:55:14,Female,26,Pelajar,< 10 Juta,used referral,Gaji,0,0,0
4363527,2021-10-18 16:56:42,Male,26,Swasta,< 10 Juta,used referral,Lainnya,0,0,0
4348723,2021-10-17 09:35:12,Male,26,Others,< 10 Juta,used referral,Gaji,0,0,0
4378185,2021-10-24 12:14:25,Male,26,Pelajar,< 10 Juta,,Keuntungan Bisnis,0,0,0
4288720,2021-10-11 15:39:01,Female,26,Pelajar,< 10 Juta,,Keuntungan Bisnis,0,0,0
4405694,2021-10-22 12:01:59,Female,26,Pelajar,< 10 Juta,,Gaji,0,0,0
4407246,2021-10-22 14:24:01,Female,26,IRT,< 10 Juta,used referral,Keuntungan Bisnis,0,0,0
4296818,2021-10-13 10:33:42,Male,26,Swasta,< 10 Juta,,Gaji,0,0,0
4264656,2021-10-08 18:48:30,Male,26,Others,< 10 Juta,used referral,Gaji,0,0,0
4376073,2021-10-19 17:55:10,Male,26,Swasta,< 10 Juta,used referral,Gaji,0,0,0
4355815,2021-10-20 15:37:07,Male,26,TNI/Polisi,Rp 10 Juta - 50 Juta,,Gaji,0,0,0
4287834,2021-10-11 11:54:00,Female,26,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,0
4253412,2021-10-07 21:57:02,Male,26,Pelajar,Rp 10 Juta - 50 Juta,,Gaji,0,0,0
4344132,2021-10-25 06:07:49,Male,26,Pelajar,Rp 10 Juta - 50 Juta,,Gaji,0,0,0
4367617,2021-10-18 22:52:04,Male,26,Pelajar,Rp 10 Juta - 50 Juta,,Keuntungan Bisnis,0,0,0
4323379,2021-10-15 17:04:44,Male,26,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,0
4335969,2021-10-15 15:49:04,Male,26,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,0
4313293,2021-10-13 14:30:37,Female,26,IRT,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,0
4364022,2021-10-18 16:56:48,Male,26,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,0
4271631,2021-10-09 11:30:20,Female,26,IRT,Rp 10 Juta - 50 Juta,used referral,Dari Suami / istri,0,0,0
4343699,2021-10-16 22:26:33,Male,26,Swasta,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,0
4302456,2021-10-12 12:54:34,Female,26,IRT,Rp 10 Juta - 50 Juta,,Dari Suami / istri,0,0,0
4292588,2021-10-11 12:07:33,Male,26,Swasta,Rp 10 Juta - 50 Juta,,Gaji,0,0,0
4258554,2021-10-08 10:19:10,Female,26,Pelajar,Rp 10 Juta - 50 Juta,,Gaji,0,0,0
4395558,2021-10-21 11:50:50,Female,26,PNS,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,0
4382038,2021-10-20 08:28:38,Male,26,Pelajar,Rp 10 Juta - 50 Juta,,Keuntungan Bisnis,0,0,0
4249797,2021-10-07 17:19:59,Male,26,Pelajar,Rp 10 Juta - 50 Juta,,Gaji,0,0,0
4304697,2021-10-12 17:28:36,Male,26,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,0
4266756,2021-10-09 08:30:49,Female,26,IRT,Rp 10 Juta - 50 Juta,,Dari Suami / istri,0,0,0
4405050,2021-10-22 17:36:25,Female,26,Swasta,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,0
4340068,2021-10-24 14:55:21,Female,26,Swasta,Rp 10 Juta - 50 Juta,used referral,Dari Suami / istri,0,0,0
4383240,2021-10-20 10:35:06,Female,26,Swasta,Rp 10 Juta - 50 Juta,used referral,Keuntungan Bisnis,0,0,0
4342589,2021-10-17 00:55:19,Male,26,Pelajar,Rp 10 Juta - 50 Juta,,Gaji,0,0,0
4294244,2021-10-11 14:58:18,Female,26,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,0
4303775,2021-10-12 14:58:51,Male,26,Others,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,0
4408492,2021-10-22 17:36:24,Female,26,IRT,Rp 10 Juta - 50 Juta,used referral,Keuntungan Bisnis,0,0,0
4397307,2021-10-21 14:31:38,Female,26,Others,Rp 10 Juta - 50 Juta,used referral,Keuntungan Bisnis,0,0,0
4358172,2021-10-17 21:50:52,Male,26,Pengusaha,Rp 10 Juta - 50 Juta,used referral,Lainnya,0,0,0
4364641,2021-10-18 16:14:16,Male,26,Pelajar,Rp 10 Juta - 50 Juta,,Gaji,0,0,0
4319223,2021-10-14 22:27:30,Male,26,Others,Rp 10 Juta - 50 Juta,used referral,Keuntungan Bisnis,0,0,0
4340571,2021-10-17 00:08:09,Male,26,Others,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,0
4321373,2021-10-14 09:49:29,Male,26,Pelajar,Rp 10 Juta - 50 Juta,used referral,Tabungan,0,0,0
4273399,2021-10-09 14:51:42,Male,26,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,0
4354793,2021-10-17 18:09:30,Male,26,Others,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,0
4289401,2021-10-11 05:01:20,Male,26,Others,Rp 10 Juta - 50 Juta,,Gaji,0,0,0
4278431,2021-10-10 05:09:44,Male,26,Pelajar,Rp 10 Juta - 50 Juta,,Keuntungan Bisnis,0,0,0
4315739,2021-10-13 18:59:05,Female,26,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,0
4334396,2021-10-15 17:30:15,Male,26,Pengusaha,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,0
4270987,2021-10-09 10:24:46,Male,26,Swasta,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,0
4353345,2021-10-17 11:20:20,Male,26,Others,Rp 10 Juta - 50 Juta,used referral,Keuntungan Bisnis,0,0,0
4292374,2021-10-11 11:53:57,Male,26,Swasta,Rp 10 Juta - 50 Juta,used referral,Keuntungan Bisnis,0,0,0
4337227,2021-10-15 17:04:40,Female,26,Swasta,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,0
4331072,2021-10-15 12:56:28,Male,26,Others,Rp 10 Juta - 50 Juta,,Gaji,0,0,0
4395421,2021-10-21 13:29:57,Female,26,Others,Rp 10 Juta - 50 Juta,,Gaji,0,0,0
4297518,2021-10-18 10:08:51,Female,26,IRT,Rp 10 Juta - 50 Juta,,Gaji,0,0,0
4322120,2021-10-14 13:53:52,Male,26,Swasta,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,0
4292805,2021-10-11 12:21:29,Male,26,Pelajar,Rp 10 Juta - 50 Juta,,Gaji,0,0,0
4394021,2021-10-21 10:53:35,Male,26,Others,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,0
4331381,2021-10-15 07:06:10,Female,26,Others,Rp 10 Juta - 50 Juta,,Gaji,0,0,0
4350723,2021-10-17 06:57:57,Male,26,Pelajar,Rp 10 Juta - 50 Juta,,Gaji,0,0,0
4286212,2021-10-10 19:41:37,Female,26,Others,Rp 10 Juta - 50 Juta,,Gaji,0,0,0
4329828,2021-10-15 02:39:15,Male,26,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,0
4284046,2021-10-10 15:48:09,Male,26,Swasta,Rp 10 Juta - 50 Juta,used referral,Keuntungan Bisnis,0,0,0
4342854,2021-10-16 22:26:46,Female,26,IRT,Rp 10 Juta - 50 Juta,used referral,Hasil Investasi,0,0,0
4302447,2021-10-12 12:54:34,Female,26,Swasta,> Rp 50 Juta - 100 Juta,,Gaji,0,0,0
4409332,2021-10-23 15:06:54,Female,26,Pelajar,> Rp 50 Juta - 100 Juta,,Gaji,0,0,0
4399358,2021-10-21 18:46:03,Female,26,Swasta,> Rp 50 Juta - 100 Juta,used referral,Gaji,0,0,0
4338512,2021-10-17 12:26:16,Male,26,Pelajar,> Rp 50 Juta - 100 Juta,used referral,Gaji,0,0,0
4295814,2021-10-11 18:16:35,Female,26,IRT,> Rp 50 Juta - 100 Juta,,Dari Suami / istri,0,0,0
4326222,2021-10-16 22:26:26,Male,26,Pelajar,> Rp 50 Juta - 100 Juta,used referral,Gaji,0,0,0
4353157,2021-10-17 10:28:07,Male,26,Pelajar,> Rp 50 Juta - 100 Juta,,Gaji,0,0,0
4406832,2021-10-22 13:16:08,Male,26,Swasta,> Rp 50 Juta - 100 Juta,,Gaji,0,0,0
4381569,2021-10-22 12:02:03,Female,26,Swasta,> Rp 50 Juta - 100 Juta,,Gaji,0,0,0
4325426,2021-10-20 11:22:08,Male,26,Swasta,> Rp 50 Juta - 100 Juta,,Gaji,0,0,0
4291307,2021-10-11 10:14:23,Female,26,Pelajar,> Rp 50 Juta - 100 Juta,used referral,Gaji,0,0,0
4312616,2021-10-13 13:15:00,Male,26,Pelajar,> Rp 50 Juta - 100 Juta,used referral,Gaji,0,0,0
4318803,2021-10-14 13:53:58,Female,26,Pelajar,> Rp 50 Juta - 100 Juta,,Keuntungan Bisnis,0,0,0
4346242,2021-10-17 03:45:08,Male,26,Swasta,> Rp 50 Juta - 100 Juta,,Gaji,0,0,0
4367934,2021-10-18 23:37:47,Male,26,Swasta,> Rp 50 Juta - 100 Juta,used referral,Gaji,0,0,0
4254300,2021-10-07 22:55:34,Female,26,Pelajar,> Rp 50 Juta - 100 Juta,,Gaji,0,0,0
4294530,2021-10-12 12:19:45,Male,26,Pelajar,> Rp 50 Juta - 100 Juta,used referral,Gaji,0,0,0
4407278,2021-10-22 14:54:56,Female,26,Pelajar,> Rp 50 Juta - 100 Juta,,Gaji,0,0,0
4409927,2021-10-22 20:11:50,Male,26,Swasta,> Rp 50 Juta - 100 Juta,used referral,Gaji,0,0,0
4308252,2021-10-13 02:16:56,Male,26,Pelajar,> Rp 50 Juta - 100 Juta,,Gaji,0,0,0
4317856,2021-10-15 00:56:09,Male,26,Pelajar,> Rp 50 Juta - 100 Juta,used referral,Gaji,0,0,0
4309733,2021-10-13 08:42:43,Male,26,Swasta,> Rp 50 Juta - 100 Juta,used referral,Gaji,0,0,0
4307359,2021-10-13 15:57:12,Male,26,Pelajar,> Rp 50 Juta - 100 Juta,,Keuntungan Bisnis,0,0,0
4349756,2021-10-17 06:13:16,Female,26,Others,> Rp 50 Juta - 100 Juta,used referral,Gaji,0,0,0
4350222,2021-10-17 06:58:00,Female,26,IRT,> Rp 50 Juta - 100 Juta,,Gaji,0,0,0
4283880,2021-10-10 19:41:40,Male,26,Pengusaha,> Rp 50 Juta - 100 Juta,used referral,Keuntungan Bisnis,0,0,0
4320921,2021-10-14 09:06:33,Male,26,Others,> Rp 50 Juta - 100 Juta,used referral,Gaji,0,0,0
4290890,2021-10-11 13:06:03,Male,26,Pelajar,> Rp 50 Juta - 100 Juta,,Gaji,0,0,0
4363096,2021-10-18 13:02:17,Male,26,Others,> Rp 50 Juta - 100 Juta,used referral,Gaji,0,0,0
4337100,2021-10-15 16:52:34,Male,26,Others,> Rp 50 Juta - 100 Juta,used referral,Gaji,0,0,0
4364149,2021-10-18 14:52:40,Male,26,Pelajar,> Rp 50 Juta - 100 Juta,,Gaji,0,0,0
4277995,2021-10-10 22:05:40,Male,26,Others,> Rp 50 Juta - 100 Juta,used referral,Gaji,0,0,0
4370643,2021-10-19 08:59:38,Male,26,Pelajar,> Rp 100 Juta - 500 Juta,,Gaji,0,0,0
4358227,2021-10-17 22:02:15,Male,26,Pelajar,> Rp 100 Juta - 500 Juta,used referral,Lainnya,0,0,0
4284944,2021-10-10 17:23:20,Female,26,Swasta,> Rp 100 Juta - 500 Juta,,Gaji,0,0,0
4298757,2021-10-12 02:08:30,Male,26,Pelajar,> Rp 100 Juta - 500 Juta,used referral,Gaji,0,0,0
3247973,2021-09-06 16:19:05,Female,27,Swasta,> Rp 50 Juta - 100 Juta,,Gaji,2695000,700000,0
